symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,price-binned,diesel,gas,std,turbo
3,150.0,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.45000000000000046,-1.6880871543549163,2500.0,rotor,two,80.0,mpfi,3.264780487804878,3.19190243902439,9.4,135.0,6000.0,16,23,15645.0,low,0,1,1,0
1,129.0,mazda,two,hatchback,fwd,front,98.8,0.8543969245555022,0.5166666666666669,-0.010181225741733229,2385.0,ohc,four,122.0,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,8845.0,low,0,1,1,0
0,115.0,mazda,four,sedan,fwd,front,98.8,0.8543969245555022,0.5166666666666669,0.7264604014542969,2410.0,ohc,four,122.0,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,8495.0,low,0,1,1,0
1,129.0,mazda,two,hatchback,fwd,front,98.8,0.8543969245555022,0.5166666666666669,-0.010181225741733229,2385.0,ohc,four,122.0,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,10595.0,low,0,1,1,0
0,115.0,mazda,four,sedan,fwd,front,98.8,0.8543969245555022,0.5166666666666669,0.7264604014542969,2410.0,ohc,four,122.0,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,10245.0,low,0,1,1,0
0,97.6,mazda,four,sedan,fwd,front,98.8,0.8543969245555022,0.5166666666666669,0.7264604014542969,2443.0,ohc,four,122.0,idi,3.39,3.39,22.7,64.0,4650.0,36,42,10795.0,low,1,0,1,0
0,115.0,mazda,four,hatchback,fwd,front,98.8,0.8543969245555022,0.5166666666666669,0.7264604014542969,2425.0,ohc,four,122.0,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,11245.0,low,0,1,1,0
0,118.0,mazda,four,sedan,rwd,front,104.9,0.8409418548774628,0.4833333333333331,0.27629051816783273,2670.0,ohc,four,140.0,mpfi,3.76,3.16,8.0,120.0,5000.0,19,27,18280.0,low,0,1,1,0
0,97.6,mazda,four,sedan,rwd,front,104.9,0.8409418548774628,0.4833333333333331,0.27629051816783273,2700.0,ohc,four,134.0,idi,3.43,3.64,22.0,72.0,4200.0,31,39,18344.0,low,1,0,1,0
-1,93.0,mercedes-benz,four,sedan,rwd,front,110.0,0.9173474291206152,0.8333333333333334,1.1357057498965366,3515.0,ohc,five,183.0,idi,3.58,3.64,21.5,123.0,4350.0,22,25,25552.0,medium,1,0,0,1
-1,93.0,mercedes-benz,four,wagon,rwd,front,110.0,0.9173474291206152,0.8333333333333334,2.0360455164694646,3750.0,ohc,five,183.0,idi,3.58,3.64,21.5,123.0,4350.0,22,25,28248.0,medium,1,0,0,1
0,93.0,mercedes-benz,two,hardtop,rwd,front,106.7,0.9010091302258529,0.8333333333333334,0.4809131923889526,3495.0,ohc,five,183.0,idi,3.58,3.64,21.5,123.0,4350.0,22,25,28176.0,medium,1,0,0,1
-1,93.0,mercedes-benz,four,sedan,rwd,front,115.6,0.9735703988467083,0.9500000000000005,1.0538566802080875,3770.0,ohc,five,183.0,idi,3.58,3.64,21.5,123.0,4350.0,22,25,31600.0,medium,1,0,0,1
-1,97.6,mercedes-benz,four,sedan,rwd,front,115.6,0.9735703988467083,0.9500000000000005,1.1357057498965366,3740.0,ohcv,eight,234.0,mpfi,3.46,3.1,8.3,155.0,4750.0,16,18,34184.0,high,0,1,1,0
3,142.0,mercedes-benz,two,convertible,rwd,front,96.6,0.8664103796251803,0.8500000000000002,-1.1969927362242305,3685.0,ohcv,eight,234.0,mpfi,3.46,3.1,8.3,155.0,4750.0,16,18,35056.0,high,0,1,1,0
0,97.6,mercedes-benz,four,sedan,rwd,front,120.9,1.0,0.9500000000000005,1.2175548195849857,3900.0,ohcv,eight,308.0,mpfi,3.8,3.35,8.0,184.0,4500.0,14,16,40960.0,high,0,1,1,0
1,97.6,mercedes-benz,two,hardtop,rwd,front,112.0,0.9572320999519461,0.9750000000000002,0.6855358666100724,3715.0,ohcv,eight,304.0,mpfi,3.8,3.35,8.0,184.0,4500.0,14,16,45400.0,high,0,1,1,0
1,97.6,mercury,two,hatchback,rwd,front,102.7,0.857280153772225,0.6416666666666669,0.43998865754472805,2910.0,ohc,four,140.0,mpfi,3.78,3.12,8.0,175.0,5000.0,19,24,16503.0,low,0,1,0,1
2,161.0,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.3416666666666674,-1.1969927362242305,1918.0,ohc,four,92.0,2bbl,2.97,3.23,9.4,68.0,5500.0,37,41,5389.0,low,0,1,1,0
2,161.0,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.3416666666666674,-1.1969927362242305,1944.0,ohc,four,92.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6189.0,low,0,1,1,0
2,161.0,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.3416666666666674,-1.1969927362242305,2004.0,ohc,four,92.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6669.0,low,0,1,1,0
1,161.0,mitsubishi,two,hatchback,fwd,front,93.0,0.7558865929841423,0.2916666666666667,-1.1969927362242305,2145.0,ohc,four,98.0,spdi,3.03,3.39,7.6,102.0,5500.0,24,30,7689.0,low,0,1,0,1
3,153.0,mitsubishi,two,hatchback,fwd,front,96.3,0.8313310908217203,0.4250000000000007,-1.7699362240433654,2370.0,ohc,four,110.0,spdi,3.17,3.46,7.5,116.0,5500.0,23,30,9959.0,low,0,1,0,1
3,153.0,mitsubishi,two,hatchback,fwd,front,96.3,0.8313310908217203,0.4250000000000007,-1.7699362240433654,2328.0,ohc,four,122.0,2bbl,3.35,3.46,8.5,88.0,5000.0,25,32,8499.0,low,0,1,1,0
3,97.6,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.5,-1.442539945289572,2833.0,ohc,four,156.0,spdi,3.58,3.86,7.0,145.0,5000.0,19,24,12629.0,low,0,1,0,1
3,97.6,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.5,-1.442539945289572,2921.0,ohc,four,156.0,spdi,3.59,3.86,7.0,145.0,5000.0,19,24,14869.0,low,0,1,0,1
3,97.6,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.5,-1.442539945289572,2926.0,ohc,four,156.0,spdi,3.59,3.86,7.0,145.0,5000.0,19,24,14489.0,low,0,1,0,1
1,125.0,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.4250000000000007,-0.869596457470437,2365.0,ohc,four,122.0,2bbl,3.35,3.46,8.5,88.0,5000.0,25,32,6989.0,low,0,1,1,0
1,125.0,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.4250000000000007,-0.869596457470437,2405.0,ohc,four,122.0,2bbl,3.35,3.46,8.5,88.0,5000.0,25,32,8189.0,low,0,1,1,0
1,125.0,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.4250000000000007,-0.869596457470437,2403.0,ohc,four,110.0,spdi,3.17,3.46,7.5,116.0,5500.0,23,30,9279.0,low,0,1,0,1
-1,137.0,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.4250000000000007,-0.869596457470437,2403.0,ohc,four,110.0,spdi,3.17,3.46,7.5,116.0,5500.0,23,30,9279.0,low,0,1,1,0
1,128.0,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.2916666666666667,0.3172150530120573,1889.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,5499.0,low,0,1,1,0
1,128.0,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.2916666666666667,0.3172150530120573,2017.0,ohc,four,103.0,idi,2.99,3.47,21.9,55.0,4800.0,45,50,7099.0,low,1,0,1,0
1,128.0,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.2916666666666667,0.3172150530120573,1918.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,6649.0,low,0,1,1,0
1,122.0,nissan,four,sedan,fwd,front,94.5,0.794329649207112,0.2916666666666667,0.3172150530120573,1938.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,6849.0,low,0,1,1,0
1,103.0,nissan,four,wagon,fwd,front,94.5,0.8178760211436809,0.2916666666666667,-0.09203029543018232,2024.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7349.0,low,0,1,1,0
1,128.0,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.2916666666666667,0.3172150530120573,1951.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7299.0,low,0,1,1,0
1,128.0,nissan,two,hatchback,fwd,front,94.5,0.7957712638154734,0.2916666666666667,-0.1738793651186314,2028.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7799.0,low,0,1,1,0
1,122.0,nissan,four,sedan,fwd,front,94.5,0.794329649207112,0.2916666666666667,0.3172150530120573,1971.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7499.0,low,0,1,1,0
1,103.0,nissan,four,wagon,fwd,front,94.5,0.8178760211436809,0.2916666666666667,-0.09203029543018232,2037.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,7999.0,low,0,1,1,0
2,168.0,nissan,two,hardtop,fwd,front,95.1,0.7803940413262855,0.2916666666666667,-0.1738793651186314,2008.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31,37,8249.0,low,0,1,1,0
0,106.0,nissan,four,hatchback,fwd,front,97.2,0.8332532436328689,0.4083333333333338,0.3990641227005064,2324.0,ohc,four,120.0,2bbl,3.33,3.47,8.5,97.0,5200.0,27,34,8949.0,low,0,1,1,0
0,106.0,nissan,four,sedan,fwd,front,97.2,0.8332532436328689,0.4083333333333338,0.3990641227005064,2302.0,ohc,four,120.0,2bbl,3.33,3.47,8.5,97.0,5200.0,27,34,9549.0,low,0,1,1,0
0,128.0,nissan,four,sedan,fwd,front,100.4,0.8731379144641999,0.5166666666666669,0.5627622620774017,3095.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,152.0,5200.0,17,22,13499.0,low,0,1,1,0
0,108.0,nissan,four,wagon,fwd,front,100.4,0.8870735223450265,0.5166666666666669,0.9720076105196412,3296.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,152.0,5200.0,17,22,14399.0,low,0,1,1,0
0,108.0,nissan,four,sedan,fwd,front,100.4,0.8870735223450265,0.5166666666666669,0.5627622620774017,3060.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,152.0,5200.0,19,25,13499.0,low,0,1,1,0
3,194.0,nissan,two,hatchback,rwd,front,91.3,0.8202787121576165,0.6333333333333341,-1.6471626195106917,3071.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,160.0,5200.0,19,25,17199.0,low,0,1,1,0
3,194.0,nissan,two,hatchback,rwd,front,91.3,0.8202787121576165,0.6333333333333341,-1.6471626195106917,3139.0,ohcv,six,181.0,mpfi,3.43,3.27,7.8,200.0,5200.0,17,23,19699.0,medium,0,1,0,1
1,231.0,nissan,two,hatchback,rwd,front,99.2,0.857760691975012,0.6333333333333341,-1.6471626195106917,3139.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,160.0,5200.0,19,25,18399.0,low,0,1,1,0
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3020.0,l,four,120.0,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,11900.0,low,0,1,1,0
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3197.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,28,33,13200.0,low,1,0,0,1
0,97.6,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.6750000000000007,2.0360455164694646,3230.0,l,four,120.0,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,12440.0,low,0,1,1,0
0,97.6,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.6750000000000007,2.0360455164694646,3430.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,25,25,13860.0,low,1,0,0,1
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3075.0,l,four,120.0,mpfi,3.46,2.19,8.4,95.0,5000.0,19,24,15580.0,low,0,1,1,0
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3252.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,28,33,16900.0,low,1,0,0,1
0,97.6,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.6750000000000007,1.2175548195849857,3285.0,l,four,120.0,mpfi,3.46,2.19,8.4,95.0,5000.0,19,24,16695.0,low,0,1,1,0
0,97.6,peugot,four,wagon,rwd,front,114.2,0.9557904853435849,0.6750000000000007,2.0360455164694646,3485.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,25,25,17075.0,low,1,0,0,1
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3075.0,l,four,120.0,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,16630.0,low,0,1,1,0
0,161.0,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6750000000000007,1.2175548195849857,3252.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,28,33,17950.0,low,1,0,0,1
0,161.0,peugot,four,sedan,rwd,front,108.0,0.897164824603556,0.6666666666666666,0.9310830756754167,3130.0,l,four,134.0,mpfi,3.61,3.21,7.0,142.0,5600.0,18,24,18150.0,low,0,1,0,1
1,119.0,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.2916666666666667,-1.1969927362242305,1918.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,37,41,5572.0,low,0,1,1,0
1,119.0,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.2916666666666667,-1.1969927362242305,2128.0,ohc,four,98.0,spdi,3.03,3.39,7.6,102.0,5500.0,24,30,7957.0,low,0,1,0,1
